url,date,time,author_name,author_link,quoted_user,posting,posting_wo_quote
/t3280084,2020-11-09,07:07,finnenandersson,/u1393675,NA,I alla tider länder och kulturer där manligheten fått forma sig själv har kvinnlig smalhet föredragits framför fetma Det finns samband mellan lägre BMI och högre fertilitet men troligen inte alls i proportion till hur mycket mer eftertraktade smala kvinnor är jämfört med tjocka Om man utgår från att sexualiteten genom evolutionens gång finslipats av behovet att fortplanta sig för att överleva hur kommer det sig då att mannens sexuella attraktionskraft är oproportionerligt stor för smala kvinnor jämfört med tjocka Vilken är hans vinst att i så hög grad välja bort överge överviktiga kvinnor,I alla tider länder och kulturer där manligheten fått forma sig själv har kvinnlig smalhet föredragits framför fetma Det finns samband mellan lägre BMI och högre fertilitet men troligen inte alls i proportion till hur mycket mer eftertraktade smala kvinnor är jämfört med tjocka Om man utgår från att sexualiteten genom evolutionens gång finslipats av behovet att fortplanta sig för att överleva hur kommer det sig då att mannens sexuella attraktionskraft är oproportionerligt stor för smala kvinnor jämfört med tjocka Vilken är hans vinst att i så hög grad välja bort överge överviktiga kvinnor
/t3280084,2020-11-09,07:08,Kumabjorn,/u1084858,NA,Högre risk att barnen utvecklar diabetes redan i unga år Ingen vill begrava sina egna barn,Högre risk att barnen utvecklar diabetes redan i unga år Ingen vill begrava sina egna barn
/t3280084,2020-11-09,07:08,kalle632,/u701714,NA,För att de äter för mycket givetvis,För att de äter för mycket givetvis
/t3280084,2020-11-09,07:14,Kalamity,/u1288079,NA,Sedan handlar det naturligtvis om att ligga inom ramen för extremer Enormt beniga kvinnor är lika lite attraktiva som fettlass Båda extremerna utstrålar ohälsa och framförallt i den magra kvinnans fall sänds signaler om att hon är undermålig för avel Hur ska hon kunna livnära ett foster om hon med nöd och näppe står upprätt själv Min högst personliga åsikt som jag tror jag delar med majoriteten män av alla möjliga raser och kulturer är att jag föredrar fem kilo för mycket än fem kilo för lite Jag har inget emot tunga bröst och kraftig bakdel om kvinnan ändå lyckas hålla någon slags timglasfigur En kvinna formad som en tunna är naturligtvis oattraktivt men överflödigt fett som sådant behöver inte vara fel Kvinnor ska vara starka och hälsosamma men ändå mjuka att ta i Jag har mycket svårt att få stånd till kvinnliga friidrottare,Sedan handlar det naturligtvis om att ligga inom ramen för extremer Enormt beniga kvinnor är lika lite attraktiva som fettlass Båda extremerna utstrålar ohälsa och framförallt i den magra kvinnans fall sänds signaler om att hon är undermålig för avel Hur ska hon kunna livnära ett foster om hon med nöd och näppe står upprätt själv Min högst personliga åsikt som jag tror jag delar med majoriteten män av alla möjliga raser och kulturer är att jag föredrar fem kilo för mycket än fem kilo för lite Jag har inget emot tunga bröst och kraftig bakdel om kvinnan ändå lyckas hålla någon slags timglasfigur En kvinna formad som en tunna är naturligtvis oattraktivt men överflödigt fett som sådant behöver inte vara fel Kvinnor ska vara starka och hälsosamma men ändå mjuka att ta i Jag har mycket svårt att få stånd till kvinnliga friidrottare
/t3280084,2020-11-09,07:15,Hamsterboll,/u425649,NA,Några saker jag tänker är att smala kvinnor får färre komplikationer vid graviditet och förlossning De kan springa klättra smyga och därmed fly faror bättre Och därför också rädda barnen om en varg kommer Magra kvinnor har aldrig varit snyggt men däremot kurviga med lite mage men välskulpturerade ansikten Höga kindben och tydliga käkben Kanske för att det är lättare att se symmetri om man har något att gå efter Symmetri är vackert,Några saker jag tänker är att smala kvinnor får färre komplikationer vid graviditet och förlossning De kan springa klättra smyga och därmed fly faror bättre Och därför också rädda barnen om en varg kommer Magra kvinnor har aldrig varit snyggt men däremot kurviga med lite mage men välskulpturerade ansikten Höga kindben och tydliga käkben Kanske för att det är lättare att se symmetri om man har något att gå efter Symmetri är vackert
/t3280084,2020-11-09,07:18,finnenandersson,/u1393675,NA,Citat Ursprungligen postat av KumabjornHögre risk att barnen utvecklar diabetes redan i unga år Ingen vill begrava sina egna barn Det verkar inte vara så efter en snabb sökning Citat Developing type 1 diabetes isn t related to being overweight but keeping a healthy weight is important Too much fat tissue can make it hard for insulin to work properly leading to both higher insulin needs and trouble controlling blood sugar Kan det inte snarare främst ha med mannens visuella förmåga att avgöra om kvinnan redan är gravid eller inte där fetma signalerar graviditet och eller könssjukdom,Det verkar inte vara så efter en snabb sökning Kan det inte snarare främst ha med mannens visuella förmåga att avgöra om kvinnan redan är gravid eller inte där fetma signalerar graviditet och eller könssjukdom
/t3280084,2020-11-09,07:32,GoUoD,/u998031,finnenandersson,Citat Ursprungligen postat av KumabjornHögre risk att barnen utvecklar diabetes redan i unga år Ingen vill begrava sina egna barn Även när detta inte var känt så fanns det en större attraktion av kvinnor med korrekta proportioner Handlar väl om något biologiskt inbyggt som säger att man inte vill ha och göra med en som inte kan klara sig själv gissar jag Om vi vänder på det så är tjocka killar inte särskilt eftertraktade Citat Ursprungligen postat av finnenanderssonDet verkar inte vara så efter en snabb sökning Kan det inte snarare främst ha med mannens visuella förmåga att avgöra om kvinnan redan är gravid eller inte där fetma signalerar graviditet och eller könssjukdom Du citerar en text som visar på just det påståendet förstår du det Idiot,Även när detta inte var känt så fanns det en större attraktion av kvinnor med korrekta proportioner Handlar väl om något biologiskt inbyggt som säger att man inte vill ha och göra med en som inte kan klara sig själv gissar jag Om vi vänder på det så är tjocka killar inte särskilt eftertraktade Du citerar en text som visar på just det påståendet förstår du det Idiot
/t3280084,2020-11-09,07:35,Personkrets3-1,/u1385166,finnenandersson,Citat Ursprungligen postat av finnenanderssonI alla tider länder och kulturer där manligheten fått forma sig själv har kvinnlig smalhet föredragits framför fetma Det finns samband mellan lägre BMI och högre fertilitet men troligen inte alls i proportion till hur mycket mer eftertraktade smala kvinnor är jämfört med tjocka Om man utgår från att sexualiteten genom evolutionens gång finslipats av behovet att fortplanta sig för att överleva hur kommer det sig då att mannens sexuella attraktionskraft är oproportionerligt stor för smala kvinnor jämfört med tjocka Vilken är hans vinst att i så hög grad välja bort överge överviktiga kvinnor Menar du smal normalviktig dvs inte underviktig,Menar du smal normalviktig dvs inte underviktig
/t3280084,2020-11-09,07:39,Snobird,/u1083410,NA,Detta stämmer inte helt då något mer frodiga kvinnor tidigare tydligen var idealet om man går efter äldre målningar och annat En mycket smal kvinna är inte mer fertil än en normalviktig,Detta stämmer inte helt då något mer frodiga kvinnor tidigare tydligen var idealet om man går efter äldre målningar och annat En mycket smal kvinna är inte mer fertil än en normalviktig
/t3280084,2020-11-09,08:14,RedX,/u91301,NA,Är detta verkligen svårt att förstå 1 Överviktiga kvinnor har lägre fertilitet kraftigt lägre om övervikten är kraftig Män som gått igång på överviktiga kvinnor har därmed skjutit in sina spermier i infertila livmödrar Att som man vara attraherad av överviktiga kvinnor är därmed i praktiken att själv vara lågfertil Dessa män har inte lyckats föra sina gener vidare i samma utsträckning som övriga 2 Övervikt är i regel korrelerat med flera hälsoproblem Även här finns evolutionära förklaringar till varför attraktion till övervikt straffas av evolutionen gäller både kvinnor och män 3 En kraftig övervikt hämmar förmågan att själv uträtta saker som kräver fysik Exempelvis samla mat eller skydda sina barn Inte ett lika stort hinder idag som under 99 9999 av vår evolutionära historia men något som sitter i våra gener Detta gäller män i större utsträckning än kvinnor men påverkar båda könen Till detta ska läggas faktumet att kraftig övervikt inte är ett naturligt tillstånd för människan I större skala har det knappt ens existerat förrän under de senaste generationerna då det krävs ett överflöd av kalorier och ett underskott av rörelse Även om man bortser från faktorer som fertilitet hälsa eller fysisk kapacitet så är vi helt enkelt inte genetiskt präglade på att se en kraftigt överviktig person som en attraktiv människa,Är detta verkligen svårt att förstå 1 Överviktiga kvinnor har lägre fertilitet kraftigt lägre om övervikten är kraftig Män som gått igång på överviktiga kvinnor har därmed skjutit in sina spermier i infertila livmödrar Att som man vara attraherad av överviktiga kvinnor är därmed i praktiken att själv vara lågfertil Dessa män har inte lyckats föra sina gener vidare i samma utsträckning som övriga 2 Övervikt är i regel korrelerat med flera hälsoproblem Även här finns evolutionära förklaringar till varför attraktion till övervikt straffas av evolutionen gäller både kvinnor och män 3 En kraftig övervikt hämmar förmågan att själv uträtta saker som kräver fysik Exempelvis samla mat eller skydda sina barn Inte ett lika stort hinder idag som under 99 9999 av vår evolutionära historia men något som sitter i våra gener Detta gäller män i större utsträckning än kvinnor men påverkar båda könen Till detta ska läggas faktumet att kraftig övervikt inte är ett naturligt tillstånd för människan I större skala har det knappt ens existerat förrän under de senaste generationerna då det krävs ett överflöd av kalorier och ett underskott av rörelse Även om man bortser från faktorer som fertilitet hälsa eller fysisk kapacitet så är vi helt enkelt inte genetiskt präglade på att se en kraftigt överviktig person som en attraktiv människa
