url,date,time,author_name,author_link,quoted_user,posting,posting_wo_quote
/t3280090,2020-11-09,07:30,Snobird,/u1083410,NA,Homosexualitet ses ju idag som helt accepterat Inget är kanske fel med det men man jämställer också läggningen med heterosexualitet Rent biologiskt är dock syftet med homosexualitet okänt Så låt oss se vad som skulle hända om alla blev homo vs heterosexuella Man kan såklart inte veta detta men en bra estimation Blev alla heterosexuella skulle inte så mycket hända Folk skulle fortsätta gifta sig skaffa barn och annat som vanligt Vi skulle inte ha homosexuella frisörer kläddesigners etc Kanske en förlust enligt vissa men det skulle inte påverka världen och människans chans till fortsatt överlevnad i enorm skala Blev alla homosexuella skulle män och kvinnor plötsligt inte vilja ha sex med varandra Inga spontana samlag kommer längre att leda till att barn blir till Det enda som då skulle kunna rädda människans fortsatta fortkomst vore om folk ännu medvetet såg till att fortplanta sig Visst är det inte omöjligt att världens regeringar proklamera att någon form av fortplantning måste ske eller vissa hade ordnat det frivilligt i alla fall Hur som helst hade betydligt färre barn fötts och det hade haft en enorm inverkan på världen Så om homosexuella försvinner i stort sett ingen skillnad Om heterosexuella försvinner potentiell undergång av mänskligheten Är då dessa läggningar egentligen lika viktiga som det ses idag Vad ska diskuteras Jag sätter inga gränser för det så länge det anknyter till ämnet i fråga men möjligen om dessa scenarier stämmer om homosexuella har andra viktiga funktioner för samhället och världen etc,Homosexualitet ses ju idag som helt accepterat Inget är kanske fel med det men man jämställer också läggningen med heterosexualitet Rent biologiskt är dock syftet med homosexualitet okänt Så låt oss se vad som skulle hända om alla blev homo vs heterosexuella Man kan såklart inte veta detta men en bra estimation Blev alla heterosexuella skulle inte så mycket hända Folk skulle fortsätta gifta sig skaffa barn och annat som vanligt Vi skulle inte ha homosexuella frisörer kläddesigners etc Kanske en förlust enligt vissa men det skulle inte påverka världen och människans chans till fortsatt överlevnad i enorm skala Blev alla homosexuella skulle män och kvinnor plötsligt inte vilja ha sex med varandra Inga spontana samlag kommer längre att leda till att barn blir till Det enda som då skulle kunna rädda människans fortsatta fortkomst vore om folk ännu medvetet såg till att fortplanta sig Visst är det inte omöjligt att världens regeringar proklamera att någon form av fortplantning måste ske eller vissa hade ordnat det frivilligt i alla fall Hur som helst hade betydligt färre barn fötts och det hade haft en enorm inverkan på världen Så om homosexuella försvinner i stort sett ingen skillnad Om heterosexuella försvinner potentiell undergång av mänskligheten Är då dessa läggningar egentligen lika viktiga som det ses idag Vad ska diskuteras Jag sätter inga gränser för det så länge det anknyter till ämnet i fråga men möjligen om dessa scenarier stämmer om homosexuella har andra viktiga funktioner för samhället och världen etc
/t3280090,2020-11-09,07:39,finnenandersson,/u1393675,NA,Renodlad exklusiv manlig homosexualitet finns inte I mån av att kvinnlig sådan finns så har mannen ändå upprätt gång med armar och tillräcklig fysiskt kraft eller ekonomisk makt att göra henne gravid,Renodlad exklusiv manlig homosexualitet finns inte I mån av att kvinnlig sådan finns så har mannen ändå upprätt gång med armar och tillräcklig fysiskt kraft eller ekonomisk makt att göra henne gravid
/t3280090,2020-11-09,07:41,Snobird,/u1083410,finnenandersson,Citat Ursprungligen postat av finnenanderssonRenodlad exklusiv manlig homosexualitet finns inte I mån av det kvinnlig sådan finns så har mannen ändå armar och tillräcklig fysiskt kraft eller ekonomisk makt att göra henne gravid Du menar att alla homosexuella män egentligen är bisexuella Belägg för detta,Du menar att alla homosexuella män egentligen är bisexuella Belägg för detta
/t3280090,2020-11-09,07:42,finnenandersson,/u1393675,NA,Citat Ursprungligen postat av SnobirdDu menar att alla homosexuella män egentligen är bisexuella Män med homosexuell preferens har och har haft förmågan att göra kvinnor gravida svar ja,Män med homosexuell preferens har och har haft förmågan att göra kvinnor gravida svar ja
/t3280090,2020-11-09,07:43,Snobird,/u1083410,finnenandersson,Citat Ursprungligen postat av finnenanderssonDe har och har haft förmågan att göra kvinnor gravida svar ja Att de besitter förmågan att göra kvinnor gravida innebär inte att de vill göra det,Att de besitter förmågan att göra kvinnor gravida innebär inte att de vill göra det
/t3280090,2020-11-09,07:50,Briascca,/u1049967,NA,Förmodligen är det evolutionen som skapar organismer i en mängd varianter för att finna den som är mest lämpad att säkra organismens överlevnad givet varje tillfälle i tiden Eftersom människan utvecklats till en organism med skrattretande få avkommor i Sverige under 2 barn per kvinna jämfört med fiskar som har flera tusen har organismen evolutionärt gynnat andra överlevnadsmekanismer än en massiv mängd avkommor t ex social förmåga kreativitet gruppskyddande långvarigt skyddsbehövande avkomma då det är få barn per individ osv När man ska se evolutionens rörelser handlar det också om att en egenskap inte behöver vara gynnande för att den ska fortsätta att framträda Det kan likaväl vara att den inte är begränsande för organismen Grävlingar kan man ju tycka borde ha lärt sig att inte springa ut fram bilarna på motorvägen men uppenbarligen är beteendet inte tillräckligt missgynnade för arten än så länge För dronten var långsamma rörelser direkt evolutionärt missgynnande För människan är social förmåga gynnande för fortplantningen vilket vi ser på de många män som inte är socialt skickliga eller inte förstår det sociala spelet De får inte föra någon avkomma vidare och liknar därmed de homosexuella männen Så förmodligen är homosexualitet mer gynnande för mänskligheten eller åtminstone inte direkt missgynnande Ett av de många positiva värdena är bidraget till att stötta gruppen med skydd av avkomman på olika sätt Ett intresse för vård och omsorgsyrken bland homosexuella män skulle kunna tolkas i den riktningen även om man inte får dra så drastiska slutsatser av ett enskilt exempel Men se det som ett diskussionsinlägg,Förmodligen är det evolutionen som skapar organismer i en mängd varianter för att finna den som är mest lämpad att säkra organismens överlevnad givet varje tillfälle i tiden Eftersom människan utvecklats till en organism med skrattretande få avkommor i Sverige under 2 barn per kvinna jämfört med fiskar som har flera tusen har organismen evolutionärt gynnat andra överlevnadsmekanismer än en massiv mängd avkommor t ex social förmåga kreativitet gruppskyddande långvarigt skyddsbehövande avkomma då det är få barn per individ osv När man ska se evolutionens rörelser handlar det också om att en egenskap inte behöver vara gynnande för att den ska fortsätta att framträda Det kan likaväl vara att den inte är begränsande för organismen Grävlingar kan man ju tycka borde ha lärt sig att inte springa ut fram bilarna på motorvägen men uppenbarligen är beteendet inte tillräckligt missgynnade för arten än så länge För dronten var långsamma rörelser direkt evolutionärt missgynnande För människan är social förmåga gynnande för fortplantningen vilket vi ser på de många män som inte är socialt skickliga eller inte förstår det sociala spelet De får inte föra någon avkomma vidare och liknar därmed de homosexuella männen Så förmodligen är homosexualitet mer gynnande för mänskligheten eller åtminstone inte direkt missgynnande Ett av de många positiva värdena är bidraget till att stötta gruppen med skydd av avkomman på olika sätt Ett intresse för vård och omsorgsyrken bland homosexuella män skulle kunna tolkas i den riktningen även om man inte får dra så drastiska slutsatser av ett enskilt exempel Men se det som ett diskussionsinlägg
/t3280090,2020-11-09,08:02,PatricHbg,/u1017856,finnenandersson,Citat Ursprungligen postat av finnenanderssonRenodlad exklusiv manlig homosexualitet finns inte I mån av att kvinnlig sådan finns så har mannen ändå upprätt gång med armar och tillräcklig fysiskt kraft eller ekonomisk makt att göra henne gravid Det var det dummaste jag läst,Det var det dummaste jag läst
/t3280090,2020-11-09,08:05,Snobird,/u1083410,NA,Citat Ursprungligen postat av BriasccaFörmodligen är det evolutionen som skapar organismer i en mängd varianter för att finna den som är mest lämpad att säkra organismens överlevnad givet varje tillfälle i tiden Eftersom människan utvecklats till en organism med skrattretande få avkommor i Sverige under 2 barn per kvinna jämfört med fiskar som har flera tusen har organismen evolutionärt gynnat andra överlevnadsmekanismer än en massiv mängd avkommor t ex social förmåga kreativitet gruppskyddande långvarigt skyddsbehövande avkomma då det är få barn per individ osv När man ska se evolutionens rörelser handlar det också om att en egenskap inte behöver vara gynnande för att den ska fortsätta att framträda Det kan likaväl vara att den inte är begränsande för organismen Grävlingar kan man ju tycka borde ha lärt sig att inte springa ut fram bilarna på motorvägen men uppenbarligen är beteendet inte tillräckligt missgynnade för arten än så länge För dronten var långsamma rörelser direkt evolutionärt missgynnande För människan är social förmåga gynnande för fortplantningen vilket vi ser på de många män som inte är socialt skickliga eller inte förstår det sociala spelet De får inte föra någon avkomma vidare och liknar därmed de homosexuella männen Så förmodligen är homosexualitet mer gynnande för mänskligheten eller åtminstone inte direkt missgynnande Ett av de många positiva värdena är bidraget till att stötta gruppen med skydd av avkomman på olika sätt Ett intresse för vård och omsorgsyrken bland homosexuella män skulle kunna tolkas i den riktningen även om man inte får dra så drastiska slutsatser av ett enskilt exempel Men se det som ett diskussionsinlägg Ditt inlägg är kanske lite OT eftersom det handlar om varför homosexualitet finns och vilket eventuellt syfte det tjänar Men det är inte säkert att homosexualitet är genetiskt betingat Bland människor skulle det då ändå i det förflutna gått vidare men i alla fall Dessutom har studier av enäggstvillingar åtminstone indikerat att homosexualitet inte helt beror på genetiska faktorer Detta då det finns enäggstvillingar där den ena är homosexuell och den andra inte Detta trots högre disposition,Ditt inlägg är kanske lite OT eftersom det handlar om varför homosexualitet finns och vilket eventuellt syfte det tjänar Men det är inte säkert att homosexualitet är genetiskt betingat Bland människor skulle det då ändå i det förflutna gått vidare men i alla fall Dessutom har studier av enäggstvillingar åtminstone indikerat att homosexualitet inte helt beror på genetiska faktorer Detta då det finns enäggstvillingar där den ena är homosexuell och den andra inte Detta trots högre disposition
/t3280090,2020-11-09,08:15,Vanja77,/u1296905,NA,En intressant och annorlunda bild från en annan kultur Samoa visar att det kanske inte är så enkelt som vi ibland föreställer oss Artikeln handlar om fa afafines män som lever som kvinnor och som i sin roll kan överskrida de strikta könsrollerna som finns i det traditionella Samoa En företeelse som är fullt ut accepterad http lup lub lu se luur download f ileOId 2153160,En intressant och annorlunda bild från en annan kultur Samoa visar att det kanske inte är så enkelt som vi ibland föreställer oss Artikeln handlar om fa afafines män som lever som kvinnor och som i sin roll kan överskrida de strikta könsrollerna som finns i det traditionella Samoa En företeelse som är fullt ut accepterad http lup lub lu se luur download f ileOId 2153160
/t3280090,2020-11-09,08:23,Snobird,/u1083410,NA,Citat Ursprungligen postat av Vanja77En intressant och annorlunda bild från en annan kultur Samoa visar att det kanske inte är så enkelt som vi ibland föreställer oss Artikeln handlar om fa afafines män som lever som kvinnor och som i sin roll kan överskrida de strikta könsrollerna som finns i det traditionella Samoa En företeelse som är fullt ut accepterad http lup lub lu se luur download f ileOId 2153160Jo men det relaterar ju till förhållanden på en viss plats Vad homosexuella tidigare hade för syfte i Västeuropa och andra delar av världen är inget vetenskapen har klara svar på Men återigen är det lite OT då tråden främst handlar konsekvenser om en av dessa läggningar blev allmänt rådande,Jo men det relaterar ju till förhållanden på en viss plats Vad homosexuella tidigare hade för syfte i Västeuropa och andra delar av världen är inget vetenskapen har klara svar på Men återigen är det lite OT då tråden främst handlar konsekvenser om en av dessa läggningar blev allmänt rådande
